,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU)
762,K2-332 b,b,K2-332,17.70632,,,2.2,2.83,266.0,,0.677,2.03,0.27,3315.0,-2.06541570833117,0.28,,0.09,123.202,8.08949,18.7823576,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,Transit,2016,2016-10,0,0,0,0,135.8832666,14.2504994,214.46699,35.6162,0.19,-0.15,0.0,0.01,-0.02,0.0,0.02,-0.01,0.0,,,,1.409,-1.379,0.0911418,-0.0911418,
763,K2-233 c,c,K2-233,7.06005,0.2002,89.6,1.281,33.91,790.0,67.1,,2.796,0.79,5033.0,-0.522878745280338,0.71,0.36,-0.09,67.5062,14.7849,36.9808715,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,Transit,2018,2018-05,0,0,0,0,230.4799011,-20.2317975,344.46401,30.24863,0.022,-0.021,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,0.49,-0.14,0.0,0.2799,-0.2775,0.0606971,-0.0606971,0.06666
764,K2-131 b,b,K2-131,0.3693038,0.0,85.0,1.69,8.8,2223.0,4070.0,0.0755653593485102,1.00277809611943,0.8,5120.0,-0.479056515966984,0.76,5.3,-0.04,152.509,6.52851,39.848745,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2017,2017-12,0,0,0,0,182.751404,-9.7652392,286.68054,51.82615,0.085,-0.058,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,4.9,-3.7,0.0,1.079,-1.063,0.0456876,-0.0456876,0.00936
765,WASP-107 b,b,WASP-107,5.7214742,0.06,89.56,10.53646,0.134,736.0,37.0251,2.5549,2.73864,0.68,4425.0,-0.879,0.67,3.4,0.02,64.7414,15.4175,97.1108843,<a refstr=PIAULET_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...70P/abstract target=ref>Piaulet et al. 2021</a>,Transit,2017,2017-08,0,0,0,0,188.3864277,-10.1462141,295.69143,52.47382,0.22418,-0.22418,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,0.7,-0.7,0.0,0.2617,-0.2596,0.0617231,-0.0617231,0.055
766,K2-390 b,b,K2-390,3.312792,,,4.662,1.06,1119.0,260.965,0.1815,2.097,0.79,5558.0,-0.0992628680710406,0.97,,-0.116,456.122,2.16371,40.4321139,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,Transit,2022,2022-03,0,0,0,0,355.702386,-9.5887124,76.97927,-66.12882,0.313,-0.343,0.0,0.35,-0.24,0.0,0.06,-0.06,0.0,,,,5.675,-5.54,0.0267492,-0.0267492,
767,K2-414 c,c,K2-414,6.669,,89.997,1.929,3.35,,56.13,,,0.81,4343.0,-0.705383229816414,0.73,,-0.102,260.036,3.81706,18.3916889,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,Transit,2022,2022-10,0,0,0,0,351.6361913,-4.6066569,77.2386,-59.71963,0.063,-0.073,0.0,0.36,-0.25,0.0,0.06,-0.05,0.0,,,,2.374,-2.333,0.0345439,-0.0345439,0.0552
768,K2-389 c,c,K2-389,20.851337,,,2.04,3.12,,,,5.2,0.8,5782.0,0.106443850282325,1.08,,-0.034,259.208,3.82959,76.0914368,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,Transit,2022,2022-03,0,0,0,0,355.6304152,-9.7135814,76.64503,-66.17747,0.151,-0.138,0.0,0.36,-0.25,0.0,0.07,-0.06,0.0,,,,2.95,-2.885,0.0430933,-0.0430933,
769,K2-33 b,b,K2-33,5.424865,0.0,89.1,5.04,,850.0,,0.3018,4.08,0.56,3540.0,-0.824,1.05,0.009,,139.268,7.153,25.8767082,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,Transit,2016,2016-06,0,0,0,0,242.5613635,-19.3193831,354.42038,23.10048,0.34,-0.37,0.0,0.09,-0.09,0.0,0.07,-0.07,0.0,0.001,-0.001,0.0,1.532,-1.499,0.0775416,-0.0775416,0.0409
770,K2-243 c,c,K2-243,24.94598,,,2.01,3.18,801.0,,0.019,5.2,1.29,6570.0,0.426750138950498,1.39,,-0.03,266.864,3.71914,64.4472506,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,Transit,2018,2018-08,0,0,0,0,181.1211419,-4.8991358,281.66644,56.0218,0.15,-0.13,0.0,0.04,-0.06,0.0,0.03,-0.03,0.0,,,,3.516,-3.428,0.048381,-0.048381,0.1817
771,K2-202 b,b,K2-202,3.405164,,87.672,2.302,2.66,,,0.0579,2.0328,0.97,5491.0,-0.335190261255305,0.91,,0.27,300.397,3.3004,11.8022463,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,283.2643203,-22.4070553,12.94347,-10.34806,0.184,-0.129,0.0,0.03,-0.03,0.0,0.05,-0.03,0.0,,,,2.651,-2.606,0.0289107,-0.0289107,
772,K2-87 b,b,K2-87,9.726618,,87.74,7.6,0.562,979.0,85.0,0.2692,4.56,1.16,5747.0,-0.0976889995014887,1.4,,0.328,491.242,2.00706,29.3310226,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,Transit,2016,2016-09,0,0,0,0,66.2363638,18.8273617,177.29046,-20.81553,0.4,-0.4,0.0,0.04,-0.04,0.0,0.08,-0.06,0.0,,,,7.054,-6.861,0.0286106,-0.0286106,0.094
773,K2-325 b,b,K2-325,6.93,,89.37,2.2,2.83,423.0,,0.672,,0.27,3287.0,-2.04801201263518,0.3,,,111.638,8.92982,42.2232918,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,Transit,2020,2020-12,0,0,0,0,353.9169507,-7.6867213,76.71995,-63.53633,0.14,-0.15,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,,,,1.029,-1.011,0.081229,-0.081229,0.0419
774,K2-201 b,b,K2-201,1.05979,,84.414,1.4,5.09,,,0.02514,1.7496,0.96,5507.0,-0.275939118400354,0.88,,0.13,197.932,5.02389,40.9996292,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,293.5607117,-23.1312775,16.19347,-19.33571,0.135,-0.077,0.0,0.02,-0.02,0.0,0.03,-0.02,0.0,,,,1.675,-1.647,0.0420808,-0.0420808,
775,K2-18 b,b,K2-18,32.939623,0.2,89.5785,2.37,4.11,284.0,1.005,0.3098,2.682,0.36,3457.0,-1.59687947882418,0.41,,0.12,38.0266,26.2686,155.5222618,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,Transit,2015,2015-08,0,0,0,0,172.560141,7.5878315,254.63265,62.57509,0.22,-0.22,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,,,,0.07955,-0.07955,0.0545906,-0.0545906,0.1429
776,TOI-907.01,b,TOI-907,4.5849129,,,9.616,0.414,1846.599613,1729.67,0.210106827941361,5.2493974,1.07,6272.0,0.75862102956709,2.06,,,312.529,3.17173,37.8618437,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,262.1834072,-62.840383,329.19937,-15.20447,0.612,-0.612,0.0,,,0.0,,,0.0,,,,4.265,-4.155,0.0427685,-0.0427685,0.055225
777,K2-155 c,c,K2-155,13.85,,88.96,2.6,2.27,583.0,7.0,0.103,3.528,0.65,4258.0,-1.22914798835786,0.58,,-0.3,72.7998,13.7077,214.7913175,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,65.469614,21.3532633,174.74941,-19.71256,0.7,-0.2,0.0,0.06,-0.03,0.0,0.06,-0.03,0.0,,,,0.2864,-0.2841,0.05342,-0.05342,0.0946
778,K2-119 b,b,K2-119,7.727283,0.07,89.4,2.53,2.35,666.0,54.9,0.1233,2.904,0.76,4740.0,-0.685334285796074,0.71,,-0.05,365.581,2.70677,37.4882237,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,Transit,2017,2017-11,0,0,0,0,132.0098683,16.9017663,209.76527,33.18605,0.2,-0.2,0.0,0.02,-0.02,0.0,0.01,-0.01,0.0,,,,4.37,-4.27,0.0320776,-0.0320776,0.0698
779,K2-167 b,b,K2-167,9.97748,0.47,88.6,2.3,2.87,1174.0,317.0,0.0203,3.631,1.01,6011.0,0.436162647040756,1.49,7.5,-0.4,80.8994,12.3328,136.1222528,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2018,2018-03,1,0,0,0,336.5761233,-18.011665,40.459,-55.41212,0.21,-0.14,0.0,0.08,-0.07,0.0,0.04,-0.03,0.0,2.4,-2.1,0.0,0.4731,-0.4677,0.0713307,-0.0713307,0.091
780,EPIC 212737443 b,b,EPIC 212737443,13.603,0.2,89.071,2.586,2.29,536.0,,0.11,2.976,0.69,4684.0,-0.7505665755342,0.67,,-0.137,336.25,2.94582,51.2703122,<a refstr=HERATH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..536H/abstract target=ref>Herath et al. 2019</a>,Transit,2019,2019-09,0,0,0,0,204.2215065,-7.3180577,322.27085,53.83847,0.126,-0.126,0.0,0.04,-0.04,0.0,0.02,-0.02,0.0,,,,4.743,-4.615,0.0410643,-0.0410643,0.098
781,K2-146 b,b,K2-146,2.6446,0.129,88.93,2.05,3.69,534.0,20.7,0.386,1.32,0.33,3385.0,-1.82390874094432,0.33,5.0,-0.02,79.3002,12.5821,129.9980836,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,Transit,2018,2018-03,0,0,0,0,130.0266951,19.0923416,206.52797,32.21884,0.06,-0.06,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,4.0,-2.0,0.0,0.478,-0.4723,0.0749898,-0.0749898,0.0248
782,TOI-2095 c,c,TOI-2095,28.17232,0.0,89.91,1.33,,297.0,1.84,0.095056536228892,3.39834484972115,0.44,3759.0,-1.459,0.44,1.0,-0.24,41.9176,23.8274,204.5538405,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,Transit,2023,2023-04,0,0,0,0,285.6365235,75.4185135,106.75582,25.49556,0.08,-0.08,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,,,-1.0,0.05,-0.05,0.0282397,-0.0282397,0.137
783,TOI-5082.01,b,TOI-5082,4.240122,,,2.548,2.33,1164.914361,254.59,0.0842,2.388,1.0,5670.0,-0.0896116401420434,0.93,,0.09,43.1406,23.1513,121.4095669,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,106.569578,22.6831477,193.98992,13.23692,0.13,-0.13,0.0,,,0.0,,,0.0,,,,0.0968,-0.0964,0.0515172,-0.0515172,0.051205
784,TOI-5388.01,b,TOI-5388,2.594675,,,1.894,3.44,601.3533109,3.3,0.107,0.313,0.29,3495.0,-1.88047028792916,0.31,,,18.5226,53.9592,234.0754407,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,152.1765169,35.5475571,188.93782,54.51058,0.559,-0.559,0.0,,,0.0,,,0.0,,,,0.01665,-0.01665,0.0481785,-0.0481785,0.024336
785,K2-10 b,b,K2-10,19.3044,0.31,89.504136,3.84,2.6,703.0,54.1,0.1691,3.8064,0.92,5620.0,-0.100884457875848,0.98,,-0.07,272.36,3.64323,72.6411481,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,Transit,2015,2015-08,0,0,0,0,172.1216476,1.6906217,261.42793,57.71659,0.35,-0.34,0.0,0.05,-0.05,0.0,0.08,-0.08,0.0,,,,3.112,-3.044,0.0411738,-0.0411738,0.137
786,K2-185 c,c,K2-185,52.713494,,89.002605,2.39,2.54,477.0,,0.0757,4.64,0.96,5788.0,-0.0902873427822717,0.94,,-0.1,268.357,3.69811,24.1994031,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,Transit,2018,2018-03,0,0,0,0,130.2596625,14.6902225,211.41719,30.78517,0.09,-0.09,0.0,0.05,-0.07,0.0,0.03,-0.03,0.0,,,,3.298,-3.22,0.044908,-0.044908,
787,K2-154 b,b,K2-154,3.67626,,,1.99,3.22,715.0,57.5,0.11,1.7,0.65,4097.0,-1.01772876696043,0.63,,0.21,129.356,7.70175,34.5756423,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,189.0015173,-2.6696217,295.2137,59.97066,0.21,-0.11,0.0,0.02,-0.01,0.0,0.01,-0.01,0.0,,,,0.445,-0.445,0.0264005,-0.0264005,0.0405
788,K2-240 b,b,K2-240,6.034,,89.26,2.0,3.2,586.0,,0.131,2.1528,0.58,3810.0,-1.276,0.54,,-0.1,72.9105,13.6878,75.0101501,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,Transit,2018,2018-10,0,0,0,0,227.849371,-17.8754464,343.8913,33.6394,0.2,-0.1,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,,,,0.52255,-0.52255,0.0975584,-0.0975584,0.0513
789,K2-7 b,b,K2-7,28.67992,,,2.67,2.2,651.0,125.0,0.053,7.872,0.97,5772.0,0.404728686727511,0.96,,-0.07,738.553,1.32514,24.1333259,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,Transit,2015,2015-08,0,0,0,0,167.0937488,-1.065855,257.43436,52.45583,0.56,-0.56,0.0,0.06,-0.06,0.0,0.17,-0.08,0.0,,,,15.745,-15.113,0.0280727,-0.0280727,0.1814
790,K2-181 b,b,K2-181,6.894256,,88.615919,2.84,2.03,962.0,,0.0828,2.6712,0.99,5608.0,-0.0125228641347907,1.07,,0.23,360.911,2.74245,37.3382669,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,Transit,2018,2018-03,0,0,0,0,127.5541103,10.9101444,214.12703,26.83381,0.2,-0.2,0.0,0.04,-0.04,0.0,0.02,-0.02,0.0,,,,5.351,-5.201,0.0401933,-0.0401933,0.0706
